id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,day
8965450190,295000.0,0.20000000000000004,0.3684210526315789,0.10199789695057834,0.002465491265931023,0.5,0.0,0.0,0.5,0.33333333333333326,0.14166666666666666,0.0,0.8173913043478258,0.0,0.02525252525254018,47.5605,-122.117,0.4154488517745303,0.02303428233141381,1.0,0.09090909090909091,0.5666666666666667
3262300940,940000.0,0.20000000000000004,0.05263157894736842,0.0725552050473186,0.007615334500590414,0.0,0.0,0.0,0.75,0.33333333333333326,0.10277777777777779,0.0,0.4782608695652186,0.0,0.19191919191916895,47.6328,-122.236,0.25052192066805845,0.02432928798234756,1.0,0.09090909090909091,0.3
4045900147,590000.0,0.20000000000000004,0.4210526315789474,0.21240799158780233,0.05433445987214463,0.5,0.0,0.0,0.75,0.4444444444444444,0.20833333333333337,0.22007722007722008,0.5826086956521763,0.0,0.35858585858585457,47.7596,-122.117,0.3068893528183716,0.06967466767127711,0.0,0.6363636363636364,0.0
1794500695,750000.0,0.1,0.15789473684210525,0.060988433228180865,0.0030151879148173784,0.0,0.0,0.0,1.0,0.33333333333333326,0.08750000000000001,0.0,0.03478260869565375,0.0,0.5959595959595845,47.6382,-122.359,0.2004175365344468,0.01518352080081804,1.0,0.1818181818181818,0.1
5631500868,590000.0,0.30000000000000004,0.5789473684210527,0.27024185068349105,0.01547701453642249,0.5,0.0,0.0,0.5,0.4444444444444444,0.26666666666666666,0.2702702702702703,0.8347826086956545,0.0,0.13636363636362603,47.7466,-122.242,0.3110647181628393,0.06227463538022712,1.0,0.2727272727272727,0.5333333333333333
8818900250,530000.0,0.20000000000000004,0.05263157894736842,0.08517350157728706,0.0037114703367400947,0.0,0.0,0.0,0.5,0.33333333333333326,0.08333333333333333,0.10038610038610038,0.0869565217391326,0.0,0.5252525252525402,47.6633,-122.324,0.2609603340292276,0.010743501426188042,0.0,0.36363636363636365,0.2
5249801785,579000.0,0.1,0.2631578947368421,0.12933753943217666,0.006679832240726414,0.0,0.0,0.0,1.0,0.33333333333333326,0.05555555555555555,0.33976833976833976,0.40000000000000213,0.0,0.5909090909090651,47.5658,-122.276,0.21920668058455114,0.021238092675313493,0.0,0.9999999999999999,0.13333333333333333
632000065,1989000.0,0.20000000000000004,0.3684210526315789,0.24710830704521558,0.013092959811067225,0.0,0.0,1.0,1.0,0.4444444444444444,0.14444444444444443,0.525096525096525,0.43478260869565233,0.0,0.015151515151501371,47.6281,-122.216,0.6263048016701461,0.0659275604111727,0.0,0.4545454545454545,0.3333333333333333
7859960250,585000.0,0.30000000000000004,0.3684210526315789,0.259726603575184,0.0063663015595097515,0.5,0.0,0.0,0.5,0.4444444444444444,0.35000000000000003,0.0,0.913043478260871,0.0,0.35858585858585457,47.7623,-122.165,0.47807933194154484,0.019182901889026424,1.0,0.0,0.2
5095600310,379500.0,0.20000000000000004,0.3157894736842105,0.1619348054679285,0.013801457714076305,0.5,0.0,0.0,0.5,0.33333333333333326,0.22083333333333333,0.0,0.7739130434782631,0.0,0.29292929292927283,47.4617,-122.07,0.17536534446764093,0.04364000861094667,0.0,0.5454545454545454,0.8
1336800185,1185000.0,0.20000000000000004,0.4210526315789474,0.20715036803364878,0.005018526812980984,0.5,0.0,0.0,1.0,0.5555555555555556,0.28055555555555556,0.0,0.0434782608695663,0.0,0.5606060606060623,47.6258,-122.312,0.43841336116910234,0.015748614175770947,0.0,0.4545454545454545,0.5333333333333333
2425039017,808250.0,0.20000000000000004,0.2631578947368421,0.12828601472134596,0.0020379494279083024,0.0,0.0,0.0,0.5,0.4444444444444444,0.07361111111111111,0.2857142857142857,0.1217391304347828,0.9950372208436724,0.5959595959595845,47.6419,-122.368,0.21711899791231734,0.012358053926053495,0.0,0.7272727272727273,0.1
9541600490,931088.0,0.30000000000000004,0.3684210526315789,0.31335436382754994,0.017062991164135347,0.0,0.0,0.0,0.75,0.5555555555555556,0.2013888888888889,0.61003861003861,0.4956521739130437,0.0,0.020202020202020776,47.5963,-122.171,0.4217118997912317,0.0377872557989344,1.0,0.36363636363636365,0.13333333333333333
6448000010,1388000.0,0.30000000000000004,0.3157894736842105,0.25341745531019977,0.020100574127611057,0.5,0.0,0.0,0.75,0.5555555555555556,0.3416666666666667,0.0,0.608695652173914,0.0,0.015151515151501371,47.6214,-122.227,0.5636743215031316,0.06399009741133416,1.0,0.2727272727272727,0.9
3204930510,780000.0,0.4,0.5789473684210527,0.2797055730809674,0.0036738059367238075,0.5,0.0,0.0,0.5,0.4444444444444444,0.27083333333333337,0.29343629343629346,0.9826086956521749,0.0,0.2575757575757507,47.7016,-122.103,0.3903966597077244,0.010437409181421883,1.0,0.09090909090909091,0.7666666666666667
5540000010,259950.0,0.20000000000000004,0.15789473684210525,0.08622502628811779,0.007318091127488904,0.0,0.0,0.0,0.75,0.33333333333333326,0.12083333333333333,0.0,0.5913043478260889,0.0,0.14646464646466484,47.3786,-122.219,0.24843423799582467,0.023347101878262742,0.0,0.6363636363636364,0.4666666666666667
